iter	Passed	Remaining
1670	22727	113285
1671	22741	113269
1672	22754	113257
1673	22768	113241
1674	22781	113227
1675	22794	113212
1676	22808	113196
1677	22821	113182
1678	22835	113171
1679	22848	113155
1680	22862	113142
1681	22875	113127
1682	22888	113110
1683	22902	113096
1684	22915	113081
1685	22928	113067
1686	22942	113052
1687	22955	113035
1688	22968	113021
1689	22982	113007
1690	22995	112990
1691	23008	112973
1692	23022	112961
1693	23035	112949
1694	23049	112937
1695	23064	112926
1696	23077	112913
1697	23090	112898
1698	23105	112888
1699	23119	112876
1700	23133	112864
1701	23146	112851
1702	23160	112839
1703	23174	112826
1704	23188	112812
1705	23202	112801
1706	23216	112789
1707	23230	112778
1708	23243	112765
1709	23257	112752
1710	23271	112740
1711	23285	112729
1712	23299	112716
1713	23313	112705
1714	23327	112693
1715	23341	112683
1716	23357	112678
1717	23371	112667
1718	23385	112655
1719	23398	112641
1720	23412	112629
1721	23426	112617
1722	23440	112605
1723	23455	112595
1724	23469	112583
1725	23482	112570
1726	23496	112556
1727	23510	112544
1728	23524	112533
1729	23538	112521
1730	23552	112511
1731	23567	112501
1732	23580	112487
1733	23594	112474
1734	23608	112461
1735	23621	112448
1736	23635	112436
1737	23649	112424
1738	23663	112409
1739	23676	112395
1740	23690	112382
1741	23703	112369
1742	23717	112357
1743	23732	112346
1744	23745	112332
1745	23760	112325
1746	23774	112312
1747	23788	112299
1748	23801	112285
1749	23815	112272
1750	23829	112262
1751	23843	112249
1752	23857	112236
1753	23870	112221
1754	23883	112206
1755	23897	112191
1756	23910	112177
1757	23924	112163
1758	23937	112150
1759	23951	112135
1760	23965	112122
1761	23978	112109
1762	23992	112097
1763	24006	112083
1764	24019	112068
1765	24033	112054
1766	24053	112073
1767	24067	112059
1768	24081	112047
1769	24094	112033
1770	24108	112019
1771	24122	112006
1772	24136	111999
1773	24151	111989
1774	24165	111977
1775	24179	111966
1776	24193	111952
1777	24206	111939
1778	24220	111924
1779	24234	111912
1780	24248	111902
1781	24262	111892
1782	24276	111879
1783	24290	111866
1784	24303	111852
1785	24318	111841
1786	24332	111831
1787	24345	111817
1788	24359	111804
1789	24372	111787
1790	24385	111772
1791	24399	111759
1792	24413	111746
1793	24427	111734
1794	24440	111720
1795	24454	111706
1796	24467	111691
1797	24481	111679
1798	24495	111666
1799	24509	111652
1800	24522	111638
1801	24536	111627
1802	24549	111611
1803	24563	111597
1804	24576	111582
1805	24590	111568
1806	24603	111554
1807	24617	111540
1808	24631	111527
1809	24644	111512
1810	24658	111499
1811	24671	111484
1812	24684	111469
1813	24698	111454
1814	24710	111437
1815	24724	111422
1816	24738	111409
1817	24752	111399
1818	24765	111384
1819	24779	111372
1820	24793	111358
1821	24806	111343
1822	24820	111330
1823	24838	111335
1824	24854	111333
1825	24867	111319
1826	24880	111303
1827	24894	111288
1828	24907	111274
1829	24921	111260
1830	24935	111248
1831	24948	111233
1832	24961	111218
1833	24974	111202
1834	24988	111188
1835	25002	111176
1836	25015	111159
1837	25029	111146
1838	25043	111135
1839	25057	111123
1840	25070	111110
1841	25084	111095
1842	25098	111083
1843	25112	111071
1844	25126	111058
1845	25140	111048
1846	25153	111034
1847	25168	111023
1848	25181	111010
1849	25196	110998
1850	25210	110986
1851	25223	110973
1852	25236	110958
1853	25250	110944
1854	25264	110931
1855	25278	110918
1856	25291	110905
1857	25305	110890
1858	25319	110879
1859	25333	110868
1860	25347	110856
1861	25361	110845
1862	25376	110837
1863	25390	110824
1864	25404	110814
1865	25418	110800
1866	25432	110786
1867	25446	110777
1868	25462	110773
1869	25475	110758
1870	25489	110744
1871	25503	110731
1872	25516	110718
1873	25530	110703
1874	25543	110690
1875	25557	110676
1876	25571	110662
1877	25584	110648
1878	25598	110635
1879	25612	110624
1880	25625	110609
1881	25639	110595
1882	25652	110581
1883	25666	110567
1884	25679	110552
1885	25693	110538
1886	25706	110524
1887	25720	110509
1888	25733	110495
1889	25746	110479
1890	25760	110465
1891	25773	110450
1892	25787	110436
1893	25801	110424
1894	25814	110410
1895	25827	110394
1896	25841	110379
1897	25854	110364
1898	25868	110352
1899	25881	110338
1900	25895	110325
1901	25909	110311
1902	25922	110298
1903	25939	110299
1904	25961	110318
1905	25982	110336
1906	26004	110357
1907	26025	110378
1908	26050	110412
1909	26072	110433
1910	26097	110466
1911	26121	110499
1912	26156	110574
1913	26181	110608
1914	26200	110614
1915	26216	110614
1916	26233	110612
1917	26250	110611
1918	26266	110609
1919	26293	110650
1920	26327	110724
1921	26348	110739
1922	26370	110762
1923	26391	110776
1924	26410	110786
1925	26430	110798
1926	26452	110820
1927	26476	110850
1928	26498	110871
1929	26520	110891
1930	26543	110917
1931	26569	110954
1932	26585	110948
1933	26601	110944
1934	26622	110963
1935	26640	110964
1936	26659	110972
1937	26678	110980
1938	26697	110990
1939	26716	110996
1940	26737	111012
1941	26756	111020
1942	26775	111029
1943	26793	111034
1944	26815	111051
1945	26833	111058
1946	26854	111074
1947	26872	111075
1948	26892	111088
1949	26913	111104
1950	26934	111118
1951	26952	111124
1952	26971	111131
1953	26990	111139
1954	27009	111144
1955	27027	111150
1956	27046	111156
1957	27067	111172
1958	27085	111176
1959	27103	111181
1960	27122	111186
1961	27139	111187
1962	27159	111198
1963	27186	111236
1964	27204	111241
1965	27224	111253
1966	27246	111270
1967	27266	111283
1968	27285	111291
1969	27303	111292
1970	27320	111291
1971	27336	111286
1972	27353	111284
1973	27369	111282
1974	27386	111278
1975	27401	111269
1976	27415	111257
1977	27431	111251
1978	27447	111246
1979	27462	111235
1980	27476	111222
1981	27493	111223
1982	27512	111228
1983	27531	111236
1984	27549	111239
1985	27566	111238
1986	27585	111243
1987	27603	111247
1988	27622	111252
1989	27638	111249
1990	27657	111255
1991	27673	111250
1992	27692	111255
1993	27708	111251
1994	27727	111259
1995	27748	111272
1996	27765	111269
1997	27784	111275
1998	27803	111283
1999	27819	111278
2000	27835	111272
2001	27854	111280
2002	27876	111296
2003	27895	111304
2004	27911	111297
2005	27927	111292
2006	27947	111301
2007	27963	111296
2008	27976	111280
2009	27990	111264
2010	28003	111249
2011	28017	111234
2012	28031	111219
2013	28045	111208
2014	28060	111198
2015	28074	111182
2016	28087	111167
2017	28101	111153
2018	28115	111137
2019	28128	111122
2020	28142	111106
2021	28155	111091
2022	28169	111074
2023	28182	111060
2024	28196	111046
2025	28210	111031
2026	28224	111016
2027	28238	111003
2028	28251	110988
2029	28265	110974
2030	28279	110958
2031	28292	110943
2032	28306	110928
2033	28320	110913
2034	28333	110898
2035	28347	110884
2036	28361	110868
2037	28374	110851
